50
7.20812
1.32329,3.05323
1.32329,3.05323
1.32329,3.05323
1.32329,3.05323
1.32329,3.05323
1.32329,3.05323
1.32329,3.05323
1.32329,3.05323
4.05941,0.848371
5.27156,-7.747
3.35646,14.017
3.35646,14.017
3.35646,14.017
-0.964386,20.8022
-0.964386,20.8022
-0.964386,20.8022
11.6441,9.91276
11.6441,9.91276
3.17474,6.58257
19.3328,7.96446
10.6552,11.5367
10.6552,11.5367
-4.19549,6.60538
-5.57063,-4.59332
-5.57063,-4.59332
10.6552,11.5367
12.6024,-1.34671
6.43744,-12.9269
13.0828,9.51027
-3.0748,4.26635
-3.0748,4.26635
1.57579,-11.657
8.96324,19.9447
8.62496,8.01296
8.62496,8.01296
6.43744,-12.9269
-2.18997,2.57358
-2.18997,2.57358
-12.9697,1.47525
11.0231,-1.11838
11.0231,-1.11838
0.093071,-0.244035
15.758,4.29617
15.758,4.29617
19.4219,4.0709
-8.39078,3.06461
-8.39078,3.06461
11.9,-0.013412
3.47548,-2.22017
-1.41062,-2.99922
7.20812
0.483982,1.21375
0.483982,1.21375
0.483982,1.21375
0.483982,1.21375
0.483982,1.21375
0.483982,1.21375
0.483982,1.21375
0.483982,1.21375
1.7571,-0.926928
2.31192,-1.1208
0.255272,6.05771
0.255272,6.05771
0.852705,20.6228
-2.57598,39.512
-4.6715,24.5522
-4.6715,24.5522
2.81407,3.67132
2.81407,3.67132
1.75365,9.34279
11.2605,1.48406
8.80131,3.53685
3.47488,5.15165
-5.85957,18.7711
-8.55723,-5.81363
-8.55723,-5.81363
11.5916,0.688247
-3.54533,-3.35205
4.22827,3.36865
15.0801,2.10646
-2.57967,15.4079
-1.50974,15.0652
-1.2947,-16.1334
4.00838,10.5342
6.9211,-1.94131
3.51641,-8.98524
4.22827,3.36865
3.54923,0.635855
1.56073,1.50245
-5.90003,-0.543713
7.52724,-4.973
6.29973,-10.022
1.63604,9.09646
9.68271,2.67252
9.68271,2.67252
26.49,3.24754
-4.04457,5.58887
-4.88807,1.10218
7.46553,-0.913401
8.63875,1.55861
-0.254271,2.17227
1.14639
0.020994,0.398623
0.020994,0.398623
0.020994,0.398623
0.020994,0.398623
0.020994,0.398623
0.020994,0.398623
0.020994,0.398623
0.020994,0.398623
0.101295,-0.546296
0.0154402,-0.968678
-0.190626,5.87162
3.22677,-0.462241
3.03839,8.86182
-0.097347,18.9309
-4.37284,12.432
-4.37284,12.432
-1.24959,-5.88904
-1.24959,-5.88904
2.57697,3.85756
-1.58846,-1.20259
2.74916,-5.09893
-0.226367,-5.54347
-4.9331,3.54126
-7.04778,-2.49186
-7.04778,-2.49186
6.88025,1.06192
-10.472,8.02366
-1.30209,13.7805
7.09839,3.50798
-2.5202,2.32358
-2.46853,0.956324
0.501376,-2.65674
2.29251,-9.36088
4.36996,-15.5355
1.75265,-22.3728
-1.30209,13.7805
-0.047714,0.268421
4.01346,0.129259
-0.616324,-1.37252
0.689745,-12.6117
0.235793,-12.7498
2.21118,-2.82123
-4.35671,2.34606
-4.35671,2.34606
3.59529,5.7319
1.60215,2.47834
0.444233,3.71629
0.65646,-2.45201
5.35559,-0.537293
0.141257,6.43958
1.14639
0.937054,1.55993
0.937054,1.55993
0.937054,1.55993
0.937054,1.55993
0.937054,1.55993
0.937054,1.55993
0.937054,1.55993
0.937054,1.55993
0.669217,1.14336
0.48047,0.956809
1.35816,7.39172
3.90484,6.06153
3.32825,-8.49881
1.3609,-14.9249
-2.63651,2.26838
-2.63651,2.26838
3.68409,-3.23389
3.68409,-3.23389
2.53893,-3.18781
-5.0751,-1.78677
0.207566,-9.77618
-0.922072,-12.2326
-3.09125,-1.36865
-3.93035,-0.488943
-3.93035,-0.488943
3.35014,7.64681
-3.73861,10.5988
-3.20462,7.48907
0.757966,8.45294
-2.16867,-3.9233
-2.81683,-5.11584
1.81191,6.37121
2.73286,6.11119
4.01796,-1.79955
2.84754,-0.188137
-1.51217,9.03766
-1.25436,1.59444
2.46815,2.24496
1.19644,0.712119
-0.639148,-6.02423
-1.81072,-3.84722
0.365722,-9.33426
-6.12868,6.43084
-6.12868,6.43084
-20.9921,3.54812
7.6351,2.38255
4.11773,4.94671
-6.55827,0.925781
0.420937,0.463239
1.42524,-0.0572681
0.322522
1.47115,1.58649
1.47115,1.58649
1.47115,1.58649
1.47115,1.58649
1.47115,1.58649
1.47115,1.58649
1.47115,1.58649
1.47115,1.58649
1.33975,1.1813
1.32709,1.80758
2.17763,7.4261
2.49585,7.399
2.45956,-6.45228
1.96137,-41.357
-3.29021,9.32404
-3.29021,9.32404
3.57359,9.16364
3.57359,9.16364
2.25813,-1.56019
