100
2.64645
10.0127,1.72279
11.3615,4.4383
-3.13334,-4.7553
-19.7917,-0.393747
-4.58501,1.70193
-8.14186,5.91704
-1.21958,4.73038
7.65817,3.588
-9.27662,6.81198
-16.3751,-0.74483
1.59246,-1.88878
6.96507,-10.4362
8.73159,-0.872481
-6.0798,4.56708
-9.19475,0.552943
16.7626,17.4398
11.188,4.8244
4.33922e-05,5.96167
-6.39218,7.0536
-5.48067,1.17773
-1.28931,-1.08426
-5.05504,-11.1885
6.60405,-1.23839
18.5483,20.4189
-0.242595,-0.0461433
10.408,2.65539
-0.0199475,-0.970096
11.8894,-1.78323
-11.9031,-2.63597
1.28374,3.15665
3.16261,-5.80772
-0.181554,-6.12493
0.541578,-0.991024
-3.6145,-15.9532
3.8607,-3.27005
15.2111,-13.6467
2.4711,9.53227
13.1187,7.83155
5.1003,-0.373798
8.79067,-12.1008
-8.86069,9.12423
-12.298,-5.23534
9.99474,-1.09545
2.60018,0.678598
-2.32894,9.67502
-0.929665,-13.239
-0.49857,4.34679
2.18422,4.40419
-7.74082,-8.25054
-18.4408,-4.11306
-0.79021,1.94868
2.16882,-0.938677
2.96967,4.86642
5.14457,-1.1966
-0.906714,3.48802
-3.04675,-9.4613
7.66075,-17.0525
19.2004,-0.254369
-0.154963,11.7604
1.66957,-2.20424
-10.5379,5.83148
-4.93732,5.70219
8.3049,-17.1287
0.659688,-15.5063
-2.21074,3.12915
-3.69142,9.6279
2.01515,-0.132361
0.432495,2.79394
7.78226,-4.56799
-1.54183,6.71066
-0.420565,-15.8583
0.633045,12.847
3.463,-3.12317
-0.524605,-10.1941
4.93036,-3.93283
-4.44209,-3.69375
6.31717,21.5544
-1.81581,-10.0184
-7.30972,0.63236
-6.02617,-8.55926
-10.7991,7.27124
-12.1713,3.10632
-1.88002,5.111
5.76126,-10.2943
-11.5027,-0.560103
13.6631,-8.79044
-14.6106,-2.33376
1.07638,3.74561
-5.02687,7.39939
5.77678,0.657333
-0.6929,14.4183
-13.2763,2.10415
13.3878,-2.20015
-15.2918,-4.55725
5.01507,11.1349
9.63963,-11.9683
0.631338,7.54654
-0.901459,-9.07281
-11.0324,8.83386
1.87604,1.04137
2.64645
-11.3046,1.47299
4.7466,-3.0778
3.35825,-2.89553
13.5312,-1.21636
1.64207,2.8666
15.0119,4.53016
-2.48874,4.83627
-2.40045,0.2772
11.2426,-1.47345
0.967941,0.592545
-3.14752,0.322041
-0.778459,28.594
